,overall,human-human,gpt3-gpt3,human-gpt3,fnames,chatgpt-chatgpt,human-chatgpt
35,0.0012995209995809262,0.005724609064879475,0.0015889302159068132,0.004861208760125207,char_distr__ - ,0.0050227995254703535,0.0020287326513553252
36,0.0010854600747218783,0.007812473842030448,0.010509788127387907,0.008887254487474376,char_distr__ .,0.011085689392967155,0.007799246985445189
37,0.00016897062551172822,0.005715173089316216,0.00701633120429446,0.006530072136816763,char_distr__ ..,0.007016331204294461,0.006685501613413064
38,0.0003261614825297203,0.0013598351960980057,0.0038953173375921683,0.002555826575094765,char_distr__ 1,0.004083331155129418,0.0016929679680810833
39,6.69722403652136e-05,0.00030626033190604105,0.0011184443787156453,0.0007411483986398265,char_distr__ 10,0.0011660180180566872,0.00045402871447346367
40,0.000482411806318017,0.003134763239412378,0.006036223384689033,0.0036135212985088376,char_distr__ 2,0.005849882583105758,0.0034331598119570227
41,2.5227303613565415e-05,0.0019054310681209474,0.0032171215978408552,0.0023758537910426414,char_distr__ 2 ,0.003300671159097065,0.0021496958892817113
42,1.9911381047663813e-05,0.0005524992437791396,0.0018772533447577655,0.0006230188789411226,char_distr__ 20,0.001599500131038077,0.0008281145974043455
43,3.8399584615408644e-05,0.005120792167257309,0.010644687015470859,0.006002973435264791,char_distr__ 3,0.010644687015470883,0.006314939768470226
44,0.0006505932748360962,0.00824866975973426,0.01696429447874043,0.009503050853129308,char_distr__ 3 ,0.016964294478740403,0.008029316521147842
45,0.00010346116200573194,0.00040584954748026865,0.0024647023009305496,0.0011524775738803237,char_distr__ 4,0.0025756906028436863,0.0011601431207442577
46,0.0004254981076644533,0.0016441430651099702,0.006069961244214474,0.0028100583569674884,char_distr__ 5,0.005796359909083003,0.004090398637743269
47,8.995283268771264e-05,0.0012119315295577786,0.005290109976879786,0.002323172943258346,char_distr__ 5 ,0.005393645230992589,0.0030964559530002006
48,0.00011494799153694051,0.002544674407024677,0.004483446408498527,0.002988869639129152,char_distr__ 6,0.004483446408498535,0.002835931981560185
49,9.109504077246003e-05,0.0038752741167564025,0.00529070381714485,0.004535285531837589,char_distr__ 7,0.005839798817075712,0.004479704700833228
50,0.0002523399732356815,0.0009549339220261017,0.0027706072789363376,0.0023920143211411593,char_distr__ 8,0.0030466698518082625,0.0021689110533780575
51,8.396626715200346e-05,0.0016696886922867662,0.0043040759438815746,0.0032881044829178845,char_distr__ 9,0.0041198032844249315,0.00296730919830218
52,0.0011424610604003124,3.454747470516747e-05,0.008056964078340749,0.002203763338329908,char_distr__ :,0.007902937887786775,0.007672573377998295
53,0.00029679941673004906,0.00663269576411763,0.008779390089890494,0.011458038393506785,char_distr__ a,0.0029764375250096995,0.0019428763157631182
54,0.0008650951299027732,0.0003311871584561685,0.015820354926744645,0.006106818221282445,char_distr__ a ,0.005810654828088638,0.010265024487510049
55,0.00020311391036694233,0.002017164880884251,0.007042040929290436,0.0018135424589840582,char_distr__ a/,0.007042040929290449,0.0017362628232314309
56,7.339590076005003e-06,0.00026911497217952215,0.00015734147604188383,0.0003629960375103359,char_distr__ ab,0.0005069272436772044,0.00011277930242412701
57,4.461508859931764e-05,0.00014500539911906668,0.0017451272573622816,0.000833468192399015,char_distr__ ac,0.001762546818428293,0.0023403574976598265
58,0.0003690111321431423,0.0013568322369990086,0.0026209551198947446,0.00032483788306007707,char_distr__ ad,0.003240965758320794,0.0010477038103360087
59,0.0007040498220226971,0.003979159365540616,0.005358813827424739,0.002681568918862985,char_distr__ af,0.01060935622438046,0.001538355760174186
60,3.370042638039179e-05,0.0034342788602759015,0.0001277484885503156,0.023207056722503845,char_distr__ ag,0.007435690294391703,0.008570265441119832
61,0.0005206263737385806,0.0012080652079390509,0.0003316637931243016,5.771799236040408e-05,char_distr__ ah,0.00042115567926388764,0.0004976556915611126
62,6.57108604069289e-05,0.0014145286222943078,0.0014820343538594772,0.0013505924854818236,char_distr__ ai,0.0012347871190696504,0.0005650319686264938
63,2.4747308931032627e-05,0.00014843628809611524,0.0001769812376663637,0.0004675047933657055,char_distr__ al,0.0034794699267993692,0.003494300389222713
64,0.00019519071815513405,8.0310302736939e-05,0.000720681301865929,0.0014336952635142341,char_distr__ am,0.0016594574264485907,0.0008654878280214328
65,7.97540673314781e-06,7.654722537048676e-05,0.00016219312327944748,8.816657802852333e-05,char_distr__ an,6.172037369981561e-05,4.491974759910117e-05
66,0.00016039554154075828,0.0014676389672541846,0.0007082324591668338,0.0002911465396318865,char_distr__ ap,0.00031430305035421,0.0005767392615432148
67,0.000553707005659379,0.007982607048273676,0.010581645403843744,0.008741466229377163,char_distr__ ar,0.012999381321922862,0.00628253418412859
68,0.0010081065308891043,0.001649037580866811,0.017380029513123004,0.0022960105338725666,char_distr__ as,0.010177069911958497,0.008387487582563554
69,9.958969382069641e-06,0.0020555265167018803,0.0034970609149624987,0.0015479863526538726,char_distr__ at,0.0032349466754283984,0.001966567604649597
70,0.0004641466218633472,0.006830832316014232,0.006720113102172573,0.007710829419216452,char_distr__ au,0.0031881419527677525,0.0070263764282639815
71,0.0007378665683661259,0.0026835407088101042,0.0040899337858134755,0.0016619649151277745,char_distr__ av,0.0032876619214660934,0.0029311995150790473
72,5.7225410822992414e-05,0.0011189299777559102,0.001519160072969125,0.005163907301191315,char_distr__ aw,0.0014963955538966707,0.001252753490615604
73,9.936291071623687e-05,0.0006049078649125776,0.002975634706952033,0.002372580100381893,char_distr__ b,0.0017319991746110777,0.00378124213136153
74,0.00018997683433135296,0.000956303366301946,0.003136947816601294,0.0037703348712643456,char_distr__ ba,0.0025815830686255156,0.002711655716338157
75,4.032525150889387e-05,0.000317151800716573,9.028404483556498e-05,0.0002741216924861581,char_distr__ be,4.2778940542433314e-05,0.0001811486808086074
76,0.00010505540146003452,0.0007119573809705738,0.000480462053439179,0.000481116594457878,char_distr__ bi,0.00020282483762494116,0.00020773234179565812
77,0.00025120307845315714,0.001389368153926074,0.010802635033791069,0.0013133293856874243,char_distr__ bl,0.010504107798552353,0.005100459175093549
78,1.1248227487730367e-06,1.3788988510114017e-05,1.920552394619021e-05,1.1671548940032589e-05,char_distr__ bo,2.7780466623469022e-05,3.0399187420517882e-05
79,0.0005841043621016759,0.0010908128115674743,0.0037511518902057827,0.004977325900427288,char_distr__ br,0.004326736151269546,0.005155035432914849
80,3.641464893469987e-05,0.0015126268152703727,0.0038242315581234316,0.0021445709849590372,char_distr__ bu,0.0021765630513851495,0.0056133531271738415
81,4.632978273383261e-05,0.004302692231860863,0.0016235700962949138,0.0055363658073686525,char_distr__ by,0.0010743869875586756,0.0019502814780634151
82,0.00016341080221492275,0.0025682736252915297,0.002100818883751563,0.007587372867679238,char_distr__ c,0.005046398589938917,0.01264243491392135
83,0.00011210416756901374,0.00014180174896533075,0.00045245704127048336,0.0013736096034260164,char_distr__ ca,0.0007842198584383098,0.0008787768521345336
84,0.00025218656752284935,0.010520645693313008,0.009729313853017113,0.0012237152699089463,char_distr__ ce,0.0037056449165702274,0.001187495992806178
85,0.00011066391479074158,0.0014334488631502875,0.0034108328854570336,0.0021275566312403994,char_distr__ ch,0.002052930111493028,0.0035874305480575685
86,0.0002031167423893452,0.00039784287050798663,0.00300289674278582,0.002482819818708751,char_distr__ ci,0.0034541717577865187,0.0011545596077105426
87,0.00035680687418178754,0.0020178024079055674,0.0016451625227356396,0.001939514662975412,char_distr__ cl,0.0031680591211359394,0.0007320114879367711
88,1.506332426820899e-05,0.0002681195680688196,0.0016299578033630831,0.0024339707188798833,char_distr__ co,0.0003218752972969764,0.002473025136702754
89,0.0002944711595440384,0.0005092233528196953,0.001478783469201041,0.0010724418515229992,char_distr__ cr,0.0018719474986636441,0.0025844774233101603
90,0.00011099225826495434,0.0027830352211568265,0.0007697510464258863,0.000986154898889764,char_distr__ cu,0.0008704622265540968,0.0003182206774368726
91,2.0651465453190214e-05,2.1262604418067622e-05,0.0001782873490068623,0.00010314197097748295,char_distr__ d,0.00024590595685898553,0.00021056482609804414
92,4.033831431941716e-06,0.00014708143146643707,4.863646300762217e-05,0.00021652019489739834,char_distr__ da,0.00018500997879439103,0.0001512603861157355
93,0.0013944311577150012,0.008120861789770081,0.009261536375448156,0.009253532805281867,char_distr__ de,0.009793569673217458,0.007018293395322243
94,1.3632098378930161e-05,0.0022438132733321107,0.007783021571750504,0.0021412860407658022,char_distr__ di,0.007083166014634178,0.0014445932581625108
95,4.748027653690823e-06,0.004598878876376352,0.008848718095701768,0.002623915119064115,char_distr__ do,0.005532826401754242,0.0070168758182269165
96,0.00019530899774238016,0.0026018975628654475,0.0004032229538705269,0.002560428399144229,char_distr__ dr,0.0015320582389700566,0.0030632077620908332
97,0.0004689715551705408,0.0011159262113788313,0.0038573089326760625,0.0015797530491282671,char_distr__ du,0.003819349843458448,0.0030803905981477506
98,3.1810752083784643e-06,1.2359048033565708e-05,4.594486617181028e-05,2.0361704598119413e-05,char_distr__ dy,3.7188089947985804e-05,2.3536197679869696e-05
99,7.095862690811096e-05,0.0003529389145066471,0.0013452659588863256,0.0006500463647314816,char_distr__ e,0.004627060900495596,0.0003515204618761488
100,3.3781604778044756e-05,1.634361086533008e-05,0.0008334291039334051,0.0009145499091595171,char_distr__ ea,0.0011729445002296062,0.0006229638212896866
101,0.00038469286554127804,0.0017925152264273612,0.0007798405810735151,0.0009421768413822926,char_distr__ ec,0.001124693417778551,0.00032217693498946825
102,4.488839737559324e-05,0.0003486186648157522,0.000626570104658405,0.0006473675856793165,char_distr__ ed,0.0005064913994415276,0.0006749721595358992
103,0.0003490677056927244,0.008011918733977991,0.00035233011784899975,0.0023433940448701392,char_distr__ ef,0.0013419465623797065,0.0034984771675235365
104,7.524506320526557e-05,6.237664732408178e-05,5.066537927376898e-05,0.00013919652341874694,char_distr__ eg,0.0002358952024774974,0.00025693375583093776
105,0.00010134607196355614,0.0015868473260828393,0.002972721893962968,0.0012688734806924691,char_distr__ ei,0.0027637313582113093,0.0003361297278246847
106,2.90015263578493e-05,0.00034594201644800416,0.00010391983783608213,0.0004968619365690925,char_distr__ el,0.00046920487802007307,0.00045594496497719327
107,0.00025864868734217666,0.006294407320689374,0.006453910683870455,0.002259244711861115,char_distr__ em,0.020327119554282614,0.004506163668148502
108,4.697595576354445e-05,0.00012151111323732893,0.0008079989940389924,0.0007465349592201339,char_distr__ en,0.0008562648674127403,0.0006879790220192701
109,6.142617280734865e-05,0.0006621223474561544,0.0005052921468383573,0.0006450529974948411,char_distr__ ep,0.0004996998254945858,0.0007174793923434168
110,2.914346157634172e-05,0.0011583812009197249,0.0035528955959751377,0.0021069644327537155,char_distr__ eq,0.0005199044033555213,0.001010935548170059
111,0.00014021511401213243,0.002526022431833229,0.002938375538544639,0.008562237107146613,char_distr__ er,0.01105854966100864,0.008422469665798493
112,3.09960078366241e-06,5.866397778466975e-05,7.475012823611503e-05,7.2056103717854e-05,char_distr__ es,4.7742421209975385e-05,4.6405916627801425e-06
113,0.0002421643834163799,0.0009487269223249956,0.0008394535590947578,0.0003067285549855474,char_distr__ et,0.0009083011442226741,0.000366944239281025
114,0.00035207731872898625,0.001293617675839899,0.0007926987900041387,0.0015057457554175742,char_distr__ ev,0.0004085936332802701,0.0005214272023810767
115,0.0002260855607894986,0.0011122675317169555,0.00012600487218894312,0.002247018070265875,char_distr__ ex,0.00012165892508348194,0.001891115950195659
116,0.001287002497335525,0.0078076825638211875,0.010542532385167096,0.010031249451814921,char_distr__ ey,0.012334352349010253,0.0006824823649189286
117,0.00020674272905567786,0.0012365054983176492,0.0015704555568446228,0.00663121304544401,char_distr__ f,0.00028560775266128747,0.00168746038359303
118,0.00012957580782603154,0.002063965020544504,0.00421201587711684,0.0038938845349613402,char_distr__ fa,0.0029879785089248416,0.002819374951284105
119,0.0003599986472381272,0.0011669487835407042,0.0012826460267439843,0.0028224111087444266,char_distr__ fe,0.0025341533280115896,0.013419746084722468
120,7.46024292834198e-05,0.0012515325113904925,0.0026380683430390537,0.00468590611866023,char_distr__ fi,0.0021187374304741167,0.0005079047144172785
121,0.0001838863238223583,0.011753852688112186,0.0037300664999321605,0.00013727037777873377,char_distr__ fl,0.0056936128088535196,0.0009582511500658308
122,4.173649321979795e-05,0.00038853720080312955,0.0001876829683754811,0.005090076127894448,char_distr__ fo,0.00045780714615238036,0.0002585420955172724
123,0.00016735050661894173,0.004296166537005656,0.001296277889754571,0.00011176997420726352,char_distr__ fr,0.007420940364806388,0.002743463083812861
124,5.31469931093855e-05,1.2471135735569314e-05,0.0017772404287647568,0.001671798008239053,char_distr__ fu,0.0013342089219689822,0.00226123813645027
125,0.0004823603278103519,0.0007108626659802712,0.003821487243485995,0.0039660031508949615,char_distr__ g,0.001459686427937329,0.0034793602287573762
126,8.958570345881317e-06,0.001001063019465602,0.0017644794709437118,0.001484199783576298,char_distr__ ga,0.002180597508044018,0.0014873120831865995
127,7.67543296778599e-05,0.002765366214580508,0.003465825172302779,0.0014439354006544939,char_distr__ ge,0.003838598124475748,0.001303703826684104
128,0.0006125554669303559,0.014191048016504842,0.008421944170532108,0.00045550519598745975,char_distr__ gh,0.0015374871765798145,0.0019092104307921263
129,0.00045852340335815337,0.0032697694715334838,0.004261260935769116,0.0037339135313040938,char_distr__ gi,0.0036136423707785336,0.004627344374634583
130,0.0001181614871262573,0.0007041673261336662,0.002461018550253702,0.0019058872876002997,char_distr__ gl,0.0012749729665879799,0.003216894786268494
131,4.089555947140535e-05,0.0009486735008478548,0.004360409884521114,0.004136205217609403,char_distr__ go,0.0008329991112680868,0.0004788090144202863
132,6.34893700366363e-05,0.00014877113255389594,0.0011751308011640762,0.0019884975889127407,char_distr__ gr,0.001639335219786103,0.0017269361025191948
133,5.810077627350433e-05,0.0007287307338773214,0.0012206008902077418,0.0009586348015268146,char_distr__ gu,0.0012990834648476581,0.0013111516199747018
134,0.0003846974631842885,0.0011935431530348743,0.0021503554278860305,0.011877084648860694,char_distr__ h,0.001252179527192515,0.007018772135587593
135,0.00032374817673421977,0.003814211795903955,0.022688611311952087,0.01983391455280313,char_distr__ ha,0.004114204203882037,0.014640074689625908
136,0.0003912615729617263,0.0014543485273886706,0.009758144793580876,0.020374918442094818,char_distr__ he,0.0013392214457311933,0.016883917469071304
137,4.220741870834993e-05,8.630347458284696e-05,0.0021914742956128525,0.00654663398273808,char_distr__ hi,0.0008038177269693411,0.0030450509116329272
138,0.0004169716306178267,0.0012654919492623455,0.003530341522547054,0.0012779105917655345,char_distr__ hm,0.003530341522547054,0.0028605337154727355
139,2.9389951171029837e-05,0.0011738224811092244,0.0008386916109590712,0.0014824714101668288,char_distr__ ho,0.0019446047291261568,0.001762793291951831
140,4.029446190625167e-05,0.0009608918330949273,0.0035174531337346148,0.0023940103556189946,char_distr__ hu,0.0024841848113543786,0.0017401365468471255
141,0.0001754515669083742,0.00035587906225841156,0.0011819354219066468,0.0020259107274267197,char_distr__ hy,0.003003857025185991,0.0024758433999456033
142,0.0011556937651837486,0.015467485648807627,0.02640349883768452,0.026719125708455863,char_distr__ i,0.008437835930581963,0.021589713757176106
143,0.0006450524896053996,0.011163021326887089,0.025713955934589302,0.018113319951314526,char_distr__ i ,0.008435843486067641,0.02513524114748919
144,8.147628405769677e-05,0.0019204596608842204,0.007999711153260154,0.0018488589519148637,"char_distr__ i""",0.007550595166628059,0.0020018937719776635
145,0.0004694580345761246,0.0006730109095626745,0.003808279132807414,0.0022651610131948032,"char_distr__ i,",0.00258298045346912,0.0012606323714706277
146,7.38593778041015e-05,0.00028191379707944624,0.0006496010607335168,0.0004926181884791425,char_distr__ i-,0.0006496010607335183,0.0005587086889768863
147,3.6266793546673898e-06,1.9137748869481915e-05,8.256236236920871e-05,3.1935466485738064e-05,char_distr__ i.,4.107325745358464e-05,1.3340668682158123e-05
148,4.3602295188938675e-05,0.00017261046688060312,0.0028100151512479602,0.002122398237428143,char_distr__ i?,0.002843159369444802,0.0024161604570268535
149,0.00011507923204684352,0.000635859916408158,0.0005573697420203418,0.0004246032734355497,char_distr__ ic,0.0006810724990764997,0.0006534390538354028
150,5.694519557120713e-05,0.0004829967515872946,0.0004519531164411126,0.00043518568389921687,char_distr__ id,0.0007731357779353943,0.000741474253184848
151,4.021456475083906e-05,0.00013422984839528768,0.0010846991585195002,0.0011603960839574286,char_distr__ if,0.0019778327404736166,0.0006280183287802468
152,9.487283619000934e-06,0.00017962459860735468,0.00043525580047135457,0.00023255953070297348,char_distr__ ig,9.418668353717555e-05,0.0001629637192028336
153,0.00011890748535892574,0.0004447978104916496,0.00040775635887380215,0.0005257900665480104,char_distr__ il,0.0004559630076173833,0.00059777234065751
154,0.00030879323840094376,9.523158108260767e-05,0.00224465294526488,0.0010789521774075734,char_distr__ im,0.001088781573517106,0.001738084097115218
155,0.00021723745854847296,0.0007479859118009615,0.0031642872837321515,0.00677540760436772,char_distr__ in,0.0012897047238072665,0.0007879805620450895
156,0.0002570846086529184,0.0022453718333422254,0.002751208676306573,0.0024740365770358243,char_distr__ ir,0.0033326263594263927,0.002335714545610623
157,0.00023753186250784656,0.005136849182015014,0.013757396222680894,0.004588039692049604,char_distr__ is,0.011968937360026521,0.007964153793643007
158,0.00012210462586390695,0.0026846297516977596,0.010466098642936138,0.007281772343112085,char_distr__ it,0.006004018149690691,0.0020042255600818005
159,0.00027747427372893404,0.005175059553431729,0.006961342636530882,0.009308027128109657,char_distr__ j,0.0029102658557364877,0.007510047779051779
160,0.0010161091238116773,0.005317953042579806,0.00643589603935316,0.009442499986659858,char_distr__ ja,4.243564356185708e-05,0.0070280138951909965
161,0.00029536205245173666,0.00259982986612079,0.0036252712852012873,0.004213553619571563,char_distr__ je,0.0019439745354575431,0.004135300510528104
162,0.0005138758575336853,3.517908707502136e-05,0.0008377477370841628,0.0024626285599015805,char_distr__ ji,0.0017496186290114528,0.0018866977431215815
163,1.2602962367384907e-05,2.1948644270324747e-05,1.3445053302235053e-05,2.6716816662887112e-05,char_distr__ jo,0.0001588026841735938,2.8430588296531377e-05
164,0.0007584688281648631,0.004009465390127917,0.0065097834879413174,0.0011934189913056213,char_distr__ ju,0.004410211515941551,0.005040674755577581
165,0.00042688492705115306,0.00747148673701682,0.01093192015979245,0.011788814325044797,char_distr__ k,0.014656822205995628,0.016568266732532574
166,0.00012716925580979037,0.0023544602733332805,0.002070071302965831,0.002311897020201243,char_distr__ ka,0.0028591754210196183,0.0031610785532069467
167,0.0004719528677596189,0.003624011304163469,0.004270022532791869,0.00411246847790224,char_distr__ ke,0.0038405778475474987,0.004006835353756278
168,7.647981965790998e-05,0.0005559614157889814,0.002602391421418898,0.0006411959678561947,char_distr__ ki,0.003842027247523314,0.0028812496867295875
169,0.0010865033624265265,0.00999174695391994,0.00854338133694567,0.009616630310257931,char_distr__ kn,0.0007845997067560691,0.009520377836579478
170,4.253566036589781e-05,0.0009346234440735607,0.0010783408194659477,0.001124967684445876,char_distr__ ko,0.0012542396431250277,0.0011279517674185992
171,0.0001393974782953164,0.0012736545213392655,0.0004795748833078236,0.0014737487192183665,char_distr__ l,0.0008449110570296391,0.0011831285608400227
172,7.44131211686551e-05,0.00028344927567936103,0.00026041742959560473,0.00020073249501959494,char_distr__ la,0.0005101351950451283,8.519000724987837e-06
173,0.00026145123941933207,0.0013409299875615712,0.0008821842693329204,0.00043566227375811315,char_distr__ le,0.0010751706371599963,0.000283739839889314
174,0.00022053614712114848,1.4089872675267538e-05,0.0016632367625563202,0.0012146665268022124,char_distr__ li,0.0012029630133504829,0.0013236492929189821
175,7.999517931768228e-05,0.0002275959296703516,0.0007124663089190924,0.0009792400785414298,char_distr__ lo,0.0008068005509700591,0.0010794094916545172
176,0.0002092162735744003,0.0002881999884808677,0.0014370702306100492,0.0024689879392733077,char_distr__ lu,0.0007807172078905739,0.002037418449368979
177,0.0004981601977549869,0.007805841745872747,0.008402407231956682,0.00022518116344153304,char_distr__ ly,0.0036342395870136903,0.0008629702890624948
178,0.00021079137134032494,0.0008077221660373177,0.0023045281163073675,0.0019983585165530174,char_distr__ m,3.340596606735063e-05,0.0032116040537923814
179,8.550182888384697e-05,0.0008328004944592123,0.000572168794242612,0.0026821886596026644,char_distr__ ma,0.00150871464967118,0.0019165673523595065
180,0.0002148676219398287,0.0006195825636326564,0.0060922821917217835,0.007703638574813799,char_distr__ me,0.0018953072243699624,0.009173579077808643
181,1.7724579451833055e-05,0.00021017119210566768,0.0011041867855459038,0.0010505149468405257,char_distr__ mi,0.0012451824869727424,0.0009310396332468509
182,0.00022966672262497533,0.013463708373500988,0.006897083108175128,0.007121914526219007,char_distr__ mo,0.009815295183618374,0.009098894823757243
183,1.1839723015574473e-05,0.001024690734900991,0.0006474624203428235,0.001022494779973154,char_distr__ mr,0.0005904810088642364,0.001514172623355894
184,0.0005392012024487247,0.004486222701238932,0.008771816514632064,0.00470919397290477,char_distr__ mu,0.007122566037917387,0.00046791559429275065
185,0.00015727116627319227,0.0009773390297875529,0.002882707775511601,0.0017472567032785523,char_distr__ my,0.0006375583895906253,0.002221838257191877
186,0.0007512692736552175,0.003767176790300415,0.009265498250581213,0.017817568862707446,char_distr__ n,0.009357832455459276,0.022378830669036648
187,3.340788167270641e-05,0.0016916694103981985,0.002645091639879747,0.0018699540114683513,char_distr__ na,0.0021012161460945878,0.0023124088116362666
188,5.3408662954913644e-05,0.002082042167631731,0.0011944961455110483,0.0007207751431581093,char_distr__ ne,0.003347541601209626,0.0007441691466439125
189,8.372265176256128e-05,0.0017712871439818953,0.002219459445909696,0.003466966324699862,char_distr__ ni,0.004323846533345026,0.004665058497035557
190,5.199824852902464e-06,0.005533087459686464,0.015449454799865656,0.011757258015373966,char_distr__ no,0.015535380661206244,0.011415859769762601
191,0.0004835011696238284,0.0040164178026090664,0.0008767255007150604,0.0046195914203012636,char_distr__ nu,0.004915738905165707,0.0057136399927972085
192,8.99809928596489e-05,0.006164613303419856,0.0060949527112959985,0.004506637336979743,char_distr__ o,0.005628638946331937,0.004579473467811837
193,7.579100813646353e-05,0.0031848669582565077,0.0014102593805833232,0.00027919068883807085,char_distr__ ob,0.0010400549775544728,0.0013312988762030154
194,1.801149925077671e-05,0.0007152891796016389,0.002629300875351331,0.003530256151709873,char_distr__ oc,0.004062911689845116,0.002110284014442016
195,0.00024814968113229046,0.0006420060761202293,0.0011248899896164385,0.0005948541691425406,char_distr__ od,0.0007529763985595445,0.0009229353485250904
196,0.0009016803128672169,0.010742443369572719,0.014286598081129037,0.00788572770932875,char_distr__ of,0.004031824337794762,0.01075370996279036
197,0.0004728644648282512,0.0006839075809850022,0.015372620640691462,0.006155119688442061,char_distr__ oh,0.014592200753400295,0.007592210348468385
198,0.0006117269744515518,0.01748893425467499,0.023532312097713524,0.013707260969546642,char_distr__ ok,0.0002139879685518556,0.011307386649812928
